"","phecode","male_only","female_only"
"1657","781",FALSE,FALSE
"1658","781.1",FALSE,FALSE
"1659","781.2",FALSE,FALSE
"1660","782",FALSE,FALSE
"1661","782.3",FALSE,FALSE
"1662","782.6",FALSE,FALSE
"1663","783",FALSE,FALSE
"1664","783.1",FALSE,FALSE
"1665","785",FALSE,FALSE
"1666","788",FALSE,FALSE
"1667","789",FALSE,FALSE
"1668","789.1",FALSE,FALSE
"1669","790",FALSE,FALSE
"1670","790.1",FALSE,FALSE
"1671","790.6",FALSE,FALSE
"1672","790.8",FALSE,FALSE
"1673","790.9",FALSE,FALSE
"1674","791",FALSE,FALSE
"1675","792",FALSE,TRUE
"1676","792.1",FALSE,TRUE
"1677","794",FALSE,FALSE
"1678","795",FALSE,FALSE
"1679","795.8",FALSE,FALSE
"1680","795.81",FALSE,FALSE
"1681","795.82",FALSE,FALSE
"1682","796",TRUE,FALSE
"1683","797",FALSE,FALSE
"1684","797.1",FALSE,FALSE
"1685","798",FALSE,FALSE
"1686","798.1",FALSE,FALSE
"1687","800",FALSE,FALSE
"1688","800.1",FALSE,FALSE
"1689","800.2",FALSE,FALSE
"1690","800.3",FALSE,FALSE
"1691","800.4",FALSE,FALSE
"1692","801",FALSE,FALSE
"1693","801.1",FALSE,FALSE
"1694","802",FALSE,FALSE
"1695","803",FALSE,FALSE
"1696","803.1",FALSE,FALSE
"1697","803.2",FALSE,FALSE
"1698","803.21",FALSE,FALSE
"1699","803.3",FALSE,FALSE
"1700","804",FALSE,FALSE
"1701","805",FALSE,FALSE
"1702","807",FALSE,FALSE
"1703","809",FALSE,FALSE
"1704","816",FALSE,FALSE
"1705","817",FALSE,FALSE
"1706","818",FALSE,FALSE
"1707","818.1",FALSE,FALSE
"1708","818.2",FALSE,FALSE
"1709","819",FALSE,FALSE
"1710","823",FALSE,FALSE
"1711","830",FALSE,FALSE
"1712","835",FALSE,FALSE
"1713","836",FALSE,FALSE
"1714","840",FALSE,FALSE
"1715","840.1",FALSE,FALSE
"1716","840.2",FALSE,FALSE
"1717","840.3",FALSE,FALSE
"1718","841",FALSE,FALSE
"1719","842",FALSE,FALSE
"1720","850",FALSE,FALSE
"1721","851",FALSE,FALSE
"1722","853",FALSE,FALSE
"1723","854",FALSE,FALSE
"1724","855",FALSE,FALSE
"1725","856",FALSE,FALSE
"1726","857",FALSE,FALSE
"1727","858",FALSE,FALSE
"1728","859",FALSE,FALSE
"1729","860",FALSE,FALSE
"1730","870",FALSE,FALSE
"1731","870.1",FALSE,FALSE
"1732","870.2",FALSE,FALSE
"1733","870.3",FALSE,FALSE
"1734","870.4",FALSE,FALSE
"1735","870.5",FALSE,FALSE
"1736","870.6",FALSE,FALSE
"1737","870.8",FALSE,FALSE
"1738","871",FALSE,FALSE
"1739","871.1",FALSE,FALSE
"1740","871.2",FALSE,FALSE
"1741","871.3",FALSE,FALSE
"1742","871.4",FALSE,FALSE
"1743","872",FALSE,FALSE
"1744","874",FALSE,FALSE
"1745","875",FALSE,FALSE
"1746","876",FALSE,FALSE
"1747","905",FALSE,FALSE
"1748","907",FALSE,FALSE
"1749","910",FALSE,FALSE
"1750","911",FALSE,FALSE
"1751","912",FALSE,FALSE
"1752","913",FALSE,FALSE
"1753","916",FALSE,FALSE
"1754","930",FALSE,FALSE
"1755","931",FALSE,FALSE
"1756","938",FALSE,FALSE
"1757","938.1",FALSE,FALSE
"1758","938.2",FALSE,FALSE
"1759","939",FALSE,FALSE
"1760","939.1",FALSE,FALSE
"1761","941",FALSE,FALSE
"1762","942",FALSE,FALSE
"1763","946",FALSE,FALSE
"1764","947",FALSE,FALSE
"1765","949",FALSE,FALSE
"1766","949.1",FALSE,FALSE
"1767","952",FALSE,FALSE
"1768","957",FALSE,FALSE
"1769","958",FALSE,FALSE
"1770","958.1",FALSE,FALSE
"1771","958.2",FALSE,FALSE
"1772","960",FALSE,FALSE
"1773","960.1",FALSE,FALSE
"1774","960.2",FALSE,FALSE
"1775","960.3",FALSE,FALSE
"1776","961",FALSE,FALSE
"1777","961.1",FALSE,FALSE
"1778","962",FALSE,FALSE
"1779","962.1",FALSE,FALSE
"1780","962.2",FALSE,FALSE
"1781","962.3",FALSE,FALSE
"1782","963",FALSE,FALSE
"1783","963.1",FALSE,FALSE
"1784","964",FALSE,FALSE
"1785","964.1",FALSE,FALSE
"1786","965",FALSE,FALSE
"1787","965.1",FALSE,FALSE
"1788","965.2",FALSE,FALSE
"1789","965.3",FALSE,FALSE
"1790","966",FALSE,FALSE
"1791","967",FALSE,FALSE
"1792","969",FALSE,FALSE
"1793","971",FALSE,FALSE
"1794","972",FALSE,FALSE
"1795","972.1",FALSE,FALSE
"1796","972.2",FALSE,FALSE
"1797","972.6",FALSE,FALSE
"1798","973",FALSE,FALSE
"1799","974",FALSE,FALSE
"1800","975",FALSE,FALSE
"1801","976",FALSE,FALSE
"1802","977",FALSE,FALSE
"1803","979",FALSE,FALSE
"1804","980",FALSE,FALSE
"1805","981",FALSE,FALSE
"1806","983",FALSE,FALSE
"1807","984",FALSE,FALSE
"1808","985",FALSE,FALSE
"1809","986",FALSE,FALSE
"1810","987",FALSE,FALSE
"1811","988",FALSE,FALSE
"1812","989",FALSE,FALSE
"1813","990",FALSE,FALSE
"1814","994",FALSE,FALSE
"1815","994.1",FALSE,FALSE
"1816","994.2",FALSE,FALSE
"1817","994.21",FALSE,FALSE
